userId,movieId,rating,timestamp,tmdbId
249,100163,3.5,1374182245,60304
298,90249,1.0,1447517357,39254
77,3948,3.0,1535107573,1597
474,480,4.5,1100119725,329
453,2959,5.0,972622556,550
267,110,4.0,959806612,197
608,1219,3.0,1117503132,539
380,5506,4.0,1494613522,9573
465,541,5.0,959895840,78
600,4639,2.0,1237709823,11467
600,1499,2.0,1237851746,9360
318,8622,3.5,1448187797,1777
140,4995,5.0,1012506009,453
242,111,4.0,834073303,103
182,1687,4.0,1054782559,4824
474,45028,4.0,1165539890,9526
555,1921,4.0,978841345,473
139,60684,4.0,1453924493,13183
580,329,4.0,1167792894,193
434,112,2.5,1270602297,33542
370,1240,4.0,1159162923,218
510,3160,2.5,1141158918,334
448,4234,3.0,1046111054,2575
11,292,4.0,902154383,6950
186,968,5.0,1031079906,10331
420,8641,3.5,1218036980,8699
592,225,3.0,837354309,8984
599,1438,1.5,1498503869,9619
226,1196,5.0,1095662649,1891
563,59333,3.0,1441845997,10761
104,95449,2.5,1416241957,77930
68,54997,4.5,1208744668,5176
95,6934,4.0,1069614309,605
599,185,2.5,1498514270,1642
357,8368,4.5,1348610726,673
418,1573,0.5,1461868528,754
274,32029,3.5,1171830001,2026
200,4993,4.0,1229886061,120
47,81591,1.5,1496210235,44214
212,778,3.0,1498429638,627
513,750,5.0,1159980351,935
292,3994,2.0,1039914864,9741
582,91658,4.0,1463474277,65754
551,45186,4.0,1504926175,956
136,62,5.0,832449522,2054
18,1201,5.0,1455051405,429
608,2549,2.5,1117506315,10350
382,6365,4.0,1515173420,604
382,76293,3.5,1515249173,35056
91,3113,3.5,1112716685,9946
560,53996,2.5,1469650295,1858
447,357,3.0,836961106,712
217,153,2.0,955941233,414
18,68157,3.5,1455059756,16869
522,6378,4.0,1371443484,9654
274,1258,4.5,1171409235,694
330,33794,3.0,1285905634,272
249,122892,4.5,1430482813,99861
603,1127,1.0,953928263,2756
534,73268,4.0,1459788984,19901
374,329,3.0,849089125,193
380,1278,5.0,1493474405,3034
249,7346,4.0,1353801258,10591
480,153,1.0,1179177736,414
599,31658,2.5,1498533131,4935
466,30793,1.5,1439915474,118
165,3256,4.0,1046742010,9869
608,1753,4.0,1117506512,9490
307,46948,3.0,1186257786,9297
375,1923,4.5,1225314346,544
534,59022,3.5,1459788902,13335
212,86190,3.5,1490115199,50456
140,2019,4.0,942842814,346
367,3189,4.0,997812140,17908
52,98809,3.5,1468051314,49051
20,4848,1.5,1054037367,1018
438,379,3.5,1105670828,8831
608,7153,4.0,1117162552,122
448,104241,3.0,1408908578,59859
288,3980,4.0,1002139988,11978
606,30898,3.0,1184619771,11354
288,4238,2.0,1026309594,2043
387,6811,1.5,1117430896,14425
217,785,2.0,955944813,11543
448,122882,3.0,1460909750,76341
380,32596,3.0,1494071622,7364
339,47099,5.0,1460185341,1402
62,260,4.5,1521488893,11
357,1380,4.0,1348611892,621
267,593,5.0,959809124,274
200,8910,3.5,1229888393,1599
249,82854,2.5,1430483175,38745
484,32009,4.0,1342300666,16186
182,2730,5.0,1054780270,3175
457,2701,1.0,993611057,8487
469,2376,3.0,965334492,707
495,4239,4.5,1458635755,4133
131,356,3.0,1349840626,13
217,2353,4.0,955936099,9798
280,55052,4.5,1348534650,4347
66,555,3.5,1093747634,319
216,3210,4.0,975212362,13342
294,2720,2.0,966597129,332
539,379,2.0,1332474486,8831
288,2530,2.0,976138118,1685
51,57532,3.5,1231041324,7278
441,1517,5.0,1449070633,816
368,377,3.0,971276111,1637
474,4995,3.5,1087832443,453
348,2325,5.0,1378850142,8675
91,648,4.0,1112713238,954
68,8622,3.0,1158531721,1777
534,48,4.0,1459792580,10530
563,70932,2.0,1446590097,23049
560,6378,3.0,1469648594,9654
368,1183,3.0,971274999,409
608,383,4.0,1117505001,12160
462,36,3.5,1123891148,687
446,454,3.0,843839232,37233
307,1228,3.5,1186162326,1578
384,1959,4.0,996441021,606
479,2012,3.0,1039362104,196
111,140110,4.5,1516141864,257211
414,104,4.0,961438762,9614
232,53464,2.0,1218170607,1979
332,5502,2.0,1352673403,2675
610,5507,2.0,1493846038,7451
477,1198,4.0,1200939393,85
599,1562,1.5,1498504878,415
462,2762,2.5,1121921346,745
480,1214,5.0,1179160557,348
105,53121,4.0,1447563216,810
295,1221,4.5,1320064798,240
119,434,4.0,1435943225,9350
222,4974,2.5,1391352411,11397
167,35836,1.5,1154722262,6957
83,6016,5.0,1332839803,598
567,86332,1.5,1525289201,10195
328,1270,4.0,1494210806,105
177,51084,3.0,1435530038,11172
109,780,3.0,841108877,602
593,500,2.5,1181007988,788
91,370,3.0,1112713612,36593
287,2471,0.5,1110230119,9396
177,4155,3.0,1435525825,1921
369,1584,3.0,1237081501,686
352,6870,4.5,1493932097,322
341,2502,4.5,1487284796,1542
414,6308,2.5,1053624011,9930
560,6934,3.5,1469648941,605
414,3527,4.0,961514795,106
526,63876,5.0,1502132409,10139
232,41569,4.5,1135663910,254
200,4447,4.5,1229876637,8835
448,1393,4.0,1019132804,9390
583,76093,4.0,1481474186,10191
460,3578,5.0,1359177644,98
608,3948,4.0,1117162040,1597
249,780,4.0,1353801108,602
357,1416,4.5,1348609851,8818
381,4995,4.0,1165975380,453
368,1831,1.0,971277181,2157
351,84392,4.5,1326210884,50348
151,743,4.0,855947372,10535
500,4161,4.0,1005527682,6073
367,3717,3.0,997813923,9679
219,4344,2.5,1195349117,9705
381,34319,4.0,1167542342,1635
476,364,4.0,835021563,8587
354,586,3.0,1200870590,771
147,1376,5.0,1203267736,168
483,52722,1.5,1181496589,559
414,68135,3.5,1256417411,16996
380,5784,3.0,1494267641,9645
18,231,2.5,1455748462,8467
318,8368,3.0,1256504212,673
304,593,4.0,891173825,274
64,1250,5.0,1161529372,826
239,55765,4.5,1221159070,4982
522,4878,4.0,1325711241,141
51,2746,3.0,1230928764,10776
274,34048,2.5,1173041328,74
474,4189,2.5,1082256503,2428
111,87483,3.0,1516155247,58224
577,590,5.0,945965737,581
414,59315,4.0,1216145513,1726
256,45672,3.5,1446581011,9339
414,33004,3.5,1128976607,7453
594,6373,5.0,1111977531,310
520,1682,4.5,1326609326,37165
177,4886,5.0,1435524210,585
217,2532,2.0,955940969,1688
592,420,3.0,837350082,306
599,1213,4.0,1498500397,769
559,349,3.0,845475828,9331
169,6537,3.0,1059427411,296
212,103341,3.5,1490115545,107985
384,2763,3.0,996441074,913
160,2404,1.0,976796160,1370
275,1719,3.0,1049078652,10217
50,1199,4.0,1527799718,68
438,1584,3.5,1105666796,686
23,1203,3.0,1107341565,389
62,6333,3.0,1525125405,36658
567,7153,3.0,1525287071,122
380,99114,4.0,1494708620,68718
249,107406,4.5,1399834933,110415
555,3051,3.0,978748760,21349
28,4874,3.0,1277001932,167
583,6942,3.5,1481474175,508
164,780,5.0,999708378,602
301,5989,4.0,1211378412,640
85,1183,4.0,889466862,409
226,8360,4.0,1172040539,809
582,91500,4.0,1446792725,70160
270,762,3.0,853918942,9879
432,92391,4.0,1328049771,50698
249,98809,4.5,1356003302,49051
596,81564,4.0,1535711563,38055
249,8861,3.0,1355351620,1577
453,5388,1.0,1034602280,320
318,69436,3.5,1325869934,17610
282,4979,4.5,1378496837,9428
28,4993,3.0,1234338192,120
608,1673,3.5,1117161820,4995
4,125,5.0,964622758,2074
33,1888,4.0,939716559,9715
11,480,4.0,902154383,329
22,31410,1.0,1268726502,613
24,68358,4.0,1458941567,13475
169,1073,5.0,1059427936,252
509,76093,4.5,1435993774,10191
448,1608,3.0,1019132896,9772
474,33639,3.5,1130961786,14358
555,2002,3.0,978747203,943
552,95,1.5,1111473067,9208
534,94953,3.0,1459787999,50647
356,1089,5.0,1228073067,500
19,2995,2.0,965705322,11377
387,5388,3.0,1094877608,320
282,2470,4.0,1378497876,9671
503,1259,5.0,1335219230,235
587,2393,4.0,953142126,200
232,58105,2.0,1206991103,8204
419,296,5.0,1321659004,680
177,8529,3.0,1435526173,594
414,7162,4.0,1105473988,2289
167,356,3.0,1154721979,13
45,2083,5.0,950726185,10437
274,79592,3.5,1296065274,27581
381,3114,3.5,1164383929,863
91,733,3.0,1112713262,9802
475,8907,3.5,1498031399,10555
606,69644,4.0,1349091598,8355
292,1291,4.5,1265680458,89
350,858,3.0,864941118,238
113,1183,5.0,980051704,409
318,143859,4.0,1481614728,270487
393,49272,5.0,1430506696,36557
318,102123,3.0,1417279970,109414
597,778,5.0,940362008,627
34,1721,0.5,1162048752,597
155,3793,4.0,963872534,36657
190,4973,5.0,1504310024,194
226,4896,3.5,1095663264,671
391,589,4.0,1030826859,280
307,5991,3.0,1186087834,1574
448,1617,4.0,1019132316,2118
343,4378,4.0,1202060391,11826
221,1219,4.5,1119983925,539
380,2700,5.0,1508109351,9473
156,3467,4.0,953534519,24748
603,1748,2.0,953925390,2666
475,69844,5.0,1498030550,767
477,367,1.0,1200940274,854
380,40614,3.0,1494696709,8999
318,594,3.5,1256504618,408
573,260,5.0,1186589669,11
275,905,3.0,1049079216,3078
369,30810,3.0,1237081608,421
135,1676,3.0,1009691761,563
488,3114,4.0,1112382031,863
105,78499,4.0,1446573503,10193
50,1201,4.0,1536870006,429
290,2336,4.0,975032250,4518
298,54281,3.0,1447517383,8669
57,296,3.0,972172502,680
292,153,3.0,1265680404,414
202,1198,5.0,974918419,85
365,40815,3.0,1488332536,674
380,7147,4.0,1494071249,587
318,2502,4.0,1272569156,1542
292,103141,3.5,1385677324,62211
258,60069,5.0,1534892554,10681
63,81229,4.0,1443200311,39514
125,95441,4.5,1474296341,72105
474,3160,5.0,974667033,334
520,49272,3.0,1326610318,36557
560,45081,3.5,1469651300,588
234,1259,4.0,1004408901,235
103,912,5.0,1431954433,289
354,1748,4.5,1200953491,2666
63,4993,4.0,1443199786,120
380,5047,4.0,1494267664,11891
274,3693,3.5,1172026169,15239
46,367,4.0,834788227,854
428,2334,2.0,1111523494,9882
505,7360,5.0,1298780102,924
111,8950,3.0,1516141076,4553
480,4128,3.5,1179162724,1547
43,500,5.0,848993793,788
20,4734,1.0,1054037534,2294
140,6539,3.5,1079472360,22
198,1230,3.0,1034136655,703
502,2746,5.0,1111757778,10776
380,1702,3.0,1494278922,9574
574,231,5.0,834634443,8467
63,6016,4.5,1443200443,598
286,4306,3.5,1119563380,808
182,1573,3.5,1054782226,754
19,2643,1.0,965704127,11411
160,3751,5.0,977143717,7443
220,1265,5.0,1230061458,137
249,5989,3.5,1346757924,640
307,6060,2.0,1186257750,9027
91,2288,5.0,1112711595,1091
132,7090,3.0,1157924134,79
562,2393,3.0,1368890751,200
448,4874,2.0,1019563961,167
64,2908,4.5,1161564460,226
542,2571,5.0,1163386800,603
264,4886,5.0,1136978303,585
110,778,3.5,1175330233,627
181,519,2.0,845470571,5550
81,380,2.0,845299424,36955
599,2275,1.5,1519279622,24746
610,106487,4.0,1493846765,101299
534,4896,4.0,1459787996,671
91,5308,1.5,1112716954,12154
239,2023,4.0,1221866475,242
116,1562,3.0,1337195975,415
608,5945,3.0,1117674734,2755
66,589,4.0,1104643949,280
19,2011,2.0,965703834,165
127,3039,4.0,1263527135,1621
232,6862,3.5,1218165478,2116
217,349,4.0,955935983,9331
219,2567,2.0,1194681489,11374
434,7438,4.5,1270604241,393
84,1220,3.0,860397365,525
430,858,4.0,1057518801,238
301,4011,4.5,1211378726,107
73,1732,5.0,1464267306,115
525,89745,4.5,1476476054,24428
438,150,4.0,1105650458,568
560,8874,4.5,1469648048,747
474,5481,2.0,1046870775,818
39,2599,5.0,974788442,9451
263,4014,4.0,1090948164,392
375,2762,5.0,1225314338,745
156,500,2.0,946800455,788
217,2376,3.0,955940894,707
434,5618,5.0,1270607080,129
288,7361,4.5,1110812056,38
307,6377,3.0,1186161783,12
137,953,4.0,1204859888,1585
45,3536,4.0,959624004,4967
571,1981,3.0,966901381,10283
495,39446,0.5,1458636797,215
125,160563,3.5,1476904043,258489
57,1028,4.0,969753499,433
151,780,3.0,855947195,602
380,33834,5.0,1494071733,11683
570,457,4.0,1181476678,5503
249,1240,4.0,1346757874,218
448,4848,3.0,1069097404,1018
391,5349,3.0,1030826998,557
21,117590,3.5,1419794206,227159
280,2706,3.0,1348532278,2105
419,377,4.0,1321659041,1637
274,4638,2.5,1177013064,331
322,2268,5.0,1217676740,881
477,32587,5.0,1200940245,187
176,349,4.0,840108593,9331
296,110,5.0,1532993855,197
514,3471,5.0,1533872127,840
58,350,4.0,847718786,10731
217,204,3.0,955941551,3512
457,3793,3.0,993610371,36657
448,4654,1.5,1154785482,10135
452,1210,4.0,1013394824,1892
228,1196,4.0,1363222890,1891
560,1274,3.5,1478019649,149
372,924,2.0,874416443,62
476,1,4.0,835021447,862
14,509,5.0,835441347,713
603,2485,2.0,953926273,10314
68,5308,3.5,1261623902,12154
132,44694,2.5,1329983723,219
82,6953,2.5,1084788185,470
447,380,4.0,836960593,36955
103,1682,4.5,1431957209,37165
227,1682,4.0,1447189540,37165
265,1676,4.0,965315141,563
368,1089,4.0,975827507,500
367,858,5.0,997811235,238
466,4270,4.0,1439915448,1734
332,5218,4.0,1352674331,425
307,1982,3.0,1186163278,948
577,1304,3.0,945967287,642
105,56367,3.5,1446573374,7326
581,527,5.0,1447007076,424
72,1221,4.5,1217324698,240
373,235,4.0,846830191,522
599,6548,1.5,1498504650,8961
269,786,3.0,850865522,9268
280,86882,5.0,1352680789,59436
386,165,2.0,842610183,1572
226,5481,4.0,1114839245,818
201,1097,5.0,941211478,601
380,122904,5.0,1493419946,293660
219,4896,2.5,1194931846,671
600,780,2.0,1237760690,602
110,3462,3.5,1175330045,3082
226,8984,2.5,1160004304,163
385,344,3.0,834693609,3049
385,593,3.0,834693560,274
247,593,4.0,1467644099,274
362,44665,4.0,1530643659,186
402,95,4.0,849598075,9208
232,8362,3.0,1218167796,4599
425,1590,3.5,1114173291,8413
384,2605,3.0,996440903,1844
428,1639,5.0,1111487474,2255
201,1573,4.0,941211302,754
527,1544,3.0,1033175993,330
287,3916,1.5,1110230137,10637
181,596,3.0,845470175,10895
15,91529,2.0,1510571987,49026
33,588,5.0,939646939,812
63,1193,4.0,1443201170,510
274,318,4.5,1171409194,278
41,7444,2.5,1458940235,10096
448,3593,1.0,1173725692,5491
182,4678,3.5,1055151587,11959
597,2291,4.0,940362281,162
503,1207,4.0,1335219072,595
477,1359,0.5,1201022995,9279
252,78499,5.0,1498284330,10193
274,7361,5.0,1171172409,38
477,919,3.5,1200939942,630
79,3578,2.0,975282111,98
357,1704,5.0,1348611876,489
517,82169,4.5,1487956708,10140
140,587,3.5,1085569696,251
74,3863,3.0,1207499124,8843
599,57640,3.5,1498501083,11253
182,2006,2.5,1054782998,9342
608,2502,5.0,1117161750,1542
292,231,2.0,1219625064,8467
274,44,4.0,1171759773,9312
101,1719,5.0,968443804,10217
137,1208,5.0,1204859781,28
182,5609,2.0,1055153897,10550
208,589,4.0,940639452,280
305,113573,4.0,1460964137,189
555,2428,3.0,978841730,9276
435,7361,4.0,1366678165,38
211,1246,4.5,1350912971,207
492,95,3.0,863975954,9208
197,318,4.0,947462973,278
414,77364,3.5,1286737572,34813
57,2961,2.0,972175310,12220
525,8641,3.5,1476476859,8699
141,115713,4.5,1513133067,264660
448,60950,3.0,1290872729,5038
580,8800,4.5,1212343018,2577
277,780,4.0,861812794,602
182,31410,3.5,1161623902,613
525,79132,4.0,1476475918,27205
599,3943,1.5,1498504621,24664
317,3578,3.0,1430517172,98
555,3671,4.0,980126050,11072
292,104841,3.5,1421974348,49047
123,112552,3.5,1447291816,244786
217,2322,2.0,955941505,9425
45,2797,4.0,1020802309,2280
428,1580,1.5,1111525503,607
310,6947,4.0,1078648283,8619
510,4993,2.5,1141160590,120
182,1584,0.5,1054779865,686
381,3949,5.0,1164842788,641
165,2692,3.0,1046741833,104
232,4446,2.5,1182910491,2114
416,3624,2.0,1187495345,8584
368,1343,3.0,971275698,1598
45,3717,5.0,1007994717,9679
42,2724,3.0,996262592,4806
